from_id,to_id,relation_type,weight
Ekonomia [mgr] [st]College of Economics and Social Sciences,Przedmiot specjalnościowy do wyboruCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Seminarium dyplomoweCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Audyt i kontrola zarządcza w jednostkach gospodarczychCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Zarządzanie sprzedażąCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Bankowość i ubezpieczeniaCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [st]College of Economics and Social Sciences,Fuzje i przejęciaCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [st]College of Economics and Social Sciences,Strategie opodatkowania przedsiębiorstwCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [st]College of Economics and Social Sciences,Praktyki zawodoweCollege of Economics and Social Sciences,Semester 4,6
Ekonomia [mgr] [st]College of Economics and Social Sciences,Przedmiot specjalnościowy do wyboruCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Seminarium dyplomoweCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Podstawy logistyki przedsiębiorstwaCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Zarządzanie jakościąCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [st]College of Economics and Social Sciences,Praca dyplomowaCollege of Economics and Social Sciences,Semester 4,20
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Przedmiot kierunkowy do wyboruCollege of Economics and Social Sciences,Semester 1,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Ekonomia sektora publicznegoCollege of Economics and Social Sciences,Semester 1,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Państwo a biznesCollege of Economics and Social Sciences,Semester 1,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Ekonomia menedżerskaCollege of Economics and Social Sciences,Semester 1,5
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Modelowanie i prognozowanie procesów gospodarczychCollege of Economics and Social Sciences,Semester 1,5
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Teoria opodatkowaniaCollege of Economics and Social Sciences,Semester 1,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zarządzanie strategiczneCollege of Economics and Social Sciences,Semester 1,4
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Język angielski/niemiecki w ekonomii [English for Economics]College of Economics and Social Sciences,Semester 1,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Filozofia społecznaCollege of Economics and Social Sciences,Semester 1,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Prawo gospodarczeCollege of Economics and Social Sciences,Semester 1,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,E-biznesCollege of Economics and Social Sciences,Semester 1,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Praktyki zawodoweCollege of Economics and Social Sciences,Semester 2,10
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Przedmiot kierunkowy do wyboruCollege of Economics and Social Sciences,Semester 2,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Polityka konkurencjiCollege of Economics and Social Sciences,Semester 2,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Polityka przemysłowaCollege of Economics and Social Sciences,Semester 2,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Makroekonomia IICollege of Economics and Social Sciences,Semester 2,5
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Wnioskowanie statystyczneCollege of Economics and Social Sciences,Semester 2,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zarządzanie projektamiCollege of Economics and Social Sciences,Semester 2,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,ControllingCollege of Economics and Social Sciences,Semester 2,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zaawansowane finanse przedsiębiorstwCollege of Economics and Social Sciences,Semester 2,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zarządzanie zmianą w przedsiębiorstwieCollege of Economics and Social Sciences,Semester 2,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Ekonomia międzynarodowaCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Gospodarowanie kapitałem ludzkimCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Metody badań marketingowychCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Strategie inwestycyjne przedsiębiorstwCollege of Economics and Social Sciences,Semester 3,4
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Historia myśli ekonomicznejCollege of Economics and Social Sciences,Semester 3,4
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Przedmiot specjalnościowy do wyboruCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Seminarium dyplomoweCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Audyt i kontrola zarządcza w jednostkach gospodarczychCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zarządzanie sprzedażąCollege of Economics and Social Sciences,Semester 3,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Bankowość i ubezpieczeniaCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Fuzje i przejęciaCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Strategie opodatkowania przedsiębiorstwCollege of Economics and Social Sciences,Semester 3,3
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Praktyki zawodoweCollege of Economics and Social Sciences,Semester 4,6
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Praca dyplomowaCollege of Economics and Social Sciences,Semester 4,20
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Przedmiot specjalnościowy do wyboruCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Seminarium dyplomoweCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Podstawy logistyki przedsiębiorstwaCollege of Economics and Social Sciences,Semester 4,2
Ekonomia [mgr] [nst-zaocz.]College of Economics and Social Sciences,Zarządzanie jakościąCollege of Economics and Social Sciences,Semester 4,2
Administracja [lic] [st]Faculty of Administration and Social Science,Wychowanie fizyczneFaculty of Administration and Social Science,Semester 1,0
Administracja [lic] [st]Faculty of Administration and Social Science,Mikroekonomia.Faculty of Administration and Social Science,Semester 1,4
Administracja [lic] [st]Faculty of Administration and Social Science,Organizacja i zarządzanie w administracji publicznejFaculty of Administration and Social Science,Semester 1,3
Administracja [lic] [st]Faculty of Administration and Social Science,Technika pracy biurowejFaculty of Administration and Social Science,Semester 1,1
Administracja [lic] [st]Faculty of Administration and Social Science,Etyka w administracjiFaculty of Administration and Social Science,Semester 1,2
Administracja [lic] [st]Faculty of Administration and Social Science,History of AdministrationFaculty of Administration and Social Science,Semester 1,3
Administracja [lic] [st]Faculty of Administration and Social Science,Podstawy prawoznawstwaFaculty of Administration and Social Science,Semester 1,4
Administracja [lic] [st]Faculty of Administration and Social Science,Prawo konstytucyjneFaculty of Administration and Social Science,Semester 1,5
Administracja [lic] [st]Faculty of Administration and Social Science,MatematykaFaculty of Administration and Social Science,Semester 1,3
Administracja [lic] [st]Faculty of Administration and Social Science,Podstawy psychologii społecznejFaculty of Administration and Social Science,Semester 1,2
Administracja [lic] [st]Faculty of Administration and Social Science,Technologie informacyjne i komunikacyjneFaculty of Administration and Social Science,Semester 1,3
Administracja [lic] [st]Faculty of Administration and Social Science,Wychowanie fizyczneFaculty of Administration and Social Science,Semester 2,0
Administracja [lic] [st]Faculty of Administration and Social Science,MakroekonomiaFaculty of Administration and Social Science,Semester 2,5
Administracja [lic] [st]Faculty of Administration and Social Science,Foreign languageFaculty of Administration and Social Science,Semester 2,4
Administracja [lic] [st]Faculty of Administration and Social Science,Instytucje zjednoczonej EuropyFaculty of Administration and Social Science,Semester 2,1
Administracja [lic] [st]Faculty of Administration and Social Science,Nauka o administracjiFaculty of Administration and Social Science,Semester 2,3
Administracja [lic] [st]Faculty of Administration and Social Science,Civil LawFaculty of Administration and Social Science,Semester 2,4
Administracja [lic] [st]Faculty of Administration and Social Science,Prawo parlamentarne z legislacjąFaculty of Administration and Social Science,Semester 2,4
Administracja [lic] [st]Faculty of Administration and Social Science,Ustrój samorządu terytorialnegoFaculty of Administration and Social Science,Semester 2,4
Administracja [lic] [st]Faculty of Administration and Social Science,MatematykaFaculty of Administration and Social Science,Semester 2,3
Administracja [lic] [st]Faculty of Administration and Social Science,Technologie informacyjne IFaculty of Administration and Social Science,Semester 2,2
Administracja [lic] [st]Faculty of Administration and Social Science,Wychowanie fizyczneFaculty of Administration and Social Science,Semester 3,0
Administracja [lic] [st]Faculty of Administration and Social Science,Język obcyFaculty of Administration and Social Science,Semester 3,4
Administracja [lic] [st]Faculty of Administration and Social Science,Podstawy procedury cywilnejFaculty of Administration and Social Science,Semester 3,2
Administracja [lic] [st]Faculty of Administration and Social Science,Prawo administracyjneFaculty of Administration and Social Science,Semester 3,6
Administracja [lic] [st]Faculty of Administration and Social Science,Logika formalnaFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,StatystykaFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Tematy obieralne socjologiczneFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Doskonalenie zawodowe pracowników administracjiFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Elementy socjologii kulturyFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Kreatywne rozwiązywanie problemówFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Oblicza zróżnicowań i nierówności społecznychFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Społeczności regionalne i miejszości narodowe w PolsceFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Zwierzęta w prawie i społeczeństwieFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Socjologia i metody badań socjologicznychFaculty of Administration and Social Science,Semester 3,4
Administracja [lic] [st]Faculty of Administration and Social Science,Technologie informacyjne IIFaculty of Administration and Social Science,Semester 3,2
Administracja [lic] [st]Faculty of Administration and Social Science,Wybrane zastosowania mechanikiFaculty of Administration and Social Science,Semester 3,3
Administracja [lic] [st]Faculty of Administration and Social Science,Seminarium dyplomoweFaculty of Administration and Social Science,Semester 4,5
Administracja [lic] [st]Faculty of Administration and Social Science,Język obcyFaculty of Administration and Social Science,Semester 4,4
Administracja [lic] [st]Faculty of Administration and Social Science,Logika dla prawnikówFaculty of Administration and Social Science,Semester 4,1
